trial_id,p,accuracy,precision,recall,fpr,balanced_accuracy,f1
4,3,0.8142292490118577,0.24175824175824176,0.46808510638297873,0.1503267973856209,0.658879154498679,0.3188405797101449
4,4,0.8636363636363636,0.3472222222222222,0.5319148936170213,0.10239651416122005,0.7147591897279006,0.42016806722689076
4,5,0.8952569169960475,0.4423076923076923,0.48936170212765956,0.06318082788671024,0.7130904371204747,0.46464646464646464
4,6,0.9051383399209486,0.4888888888888889,0.46808510638297873,0.05010893246187364,0.7089880869605525,0.47826086956521735
4,7,0.9110671936758893,0.525,0.44680851063829785,0.04139433551198257,0.7027070875631576,0.48275862068965514
5,1,0.39,0.09462915601023018,0.7551020408163265,0.6424682395644283,0.5563169006259491,0.16818181818181818
5,2,0.6433333333333333,0.11627906976744186,0.5102040816326531,0.3448275862068966,0.5826882477128783,0.1893939393939394
5,3,0.775,0.13559322033898305,0.32653061224489793,0.1851179673321234,0.5707063224563873,0.19161676646706585
5,4,0.835,0.1875,0.30612244897959184,0.11796733212341198,0.59407755842809,0.23255813953488372
5,5,0.8566666666666667,0.2153846153846154,0.2857142857142857,0.0925589836660617,0.596577651024112,0.2456140350877193
5,6,0.8683333333333333,0.2413793103448276,0.2857142857142857,0.07985480943738657,0.6029297381384495,0.2616822429906542
5,7,0.8783333333333333,0.25,0.24489795918367346,0.06533575317604355,0.5897811030038149,0.24742268041237114
6,1,0.5,0.11764705882352941,0.8695652173913043,0.5300353356890459,0.6697649408511293,0.20725388601036268
6,2,0.7352941176470589,0.15476190476190477,0.5652173913043478,0.2508833922261484,0.6571669995390996,0.24299065420560748
6,3,0.8398692810457516,0.25,0.5652173913043478,0.13780918727915195,0.7137041020125979,0.3466666666666667
6,4,0.8725490196078431,0.3,0.5217391304347826,0.0989399293286219,0.7113996005530803,0.38095238095238093
6,5,0.9019607843137255,0.3793103448275862,0.4782608695652174,0.0636042402826855,0.7073283146412659,0.4230769230769231
6,6,0.9117647058823529,0.4230769230769231,0.4782608695652174,0.053003533568904596,0.7126286679981564,0.44897959183673475
6,7,0.9084967320261438,0.4,0.43478260869565216,0.053003533568904596,0.6908895375633738,0.41666666666666663
7,1,0.3894736842105263,0.11627906976744186,0.8823529411764706,0.6589595375722543,0.6116967018021081,0.20547945205479454
7,2,0.6789473684210526,0.15625,0.5882352941176471,0.31213872832369943,0.6380482828969738,0.2469135802469136
7,3,0.7342105263157894,0.15463917525773196,0.4411764705882353,0.23699421965317918,0.6020911254675281,0.22900763358778628
7,4,0.781578947368421,0.15492957746478872,0.3235294117647059,0.17341040462427745,0.5750595035702142,0.20952380952380953
7,5,0.8315789473684211,0.21153846153846154,0.3235294117647059,0.11849710982658959,0.6025161509690582,0.2558139534883721
7,6,0.868421052631579,0.30952380952380953,0.38235294117647056,0.0838150289017341,0.6492689561373682,0.34210526315789475
7,7,0.9052631578947369,0.4666666666666667,0.4117647058823529,0.046242774566473986,0.6827609656579394,0.43749999999999994
8,1,0.738562091503268,0.1375,0.5,0.24295774647887325,0.6285211267605634,0.21568627450980396
8,2,0.869281045751634,0.2631578947368421,0.45454545454545453,0.09859154929577464,0.6779769526248399,0.3333333333333333
8,3,0.8888888888888888,0.3,0.4090909090909091,0.07394366197183098,0.6675736235595391,0.34615384615384615
8,4,0.9117647058823529,0.391304347826087,0.4090909090909091,0.04929577464788732,0.6798975672215108,0.4
8,5,0.9084967320261438,0.375,0.4090909090909091,0.0528169014084507,0.6781370038412292,0.3913043478260869
8,6,0.9117647058823529,0.391304347826087,0.4090909090909091,0.04929577464788732,0.6798975672215108,0.4
8,7,0.9117647058823529,0.391304347826087,0.4090909090909091,0.04929577464788732,0.6798975672215108,0.4
9,1,0.5760869565217391,0.11297071129707113,0.5510204081632653,0.42147117296222664,0.5647746176005193,0.1875
9,2,0.6865942028985508,0.12650602409638553,0.42857142857142855,0.2882703777335984,0.5701505254189151,0.19534883720930232
9,3,0.782608695652174,0.1553398058252427,0.32653061224489793,0.17296222664015903,0.5767841928023695,0.21052631578947367
9,4,0.8170289855072463,0.19767441860465115,0.3469387755102041,0.13717693836978131,0.6048809185702114,0.2518518518518518
9,5,0.8514492753623188,0.2608695652173913,0.3673469387755102,0.10139165009940358,0.6329776443380534,0.3050847457627119
9,6,0.875,0.3148148148148148,0.3469387755102041,0.073558648111332,0.636690063699436,0.33009708737864074
9,7,0.8967391304347826,0.40476190476190477,0.3469387755102041,0.04970178926441352,0.6486184931228953,0.3736263736263736
