dataset,file,P,edge_count,previous_P,previous_edge_count,edge_delta,net_edge_loss_count,D_p,D_minus,D_plus,edge_deletions,edge_additions,net_deletion_count,deletion_share_of_changes,addition_share_of_changes,net_deletion_fraction_possible
220119_F2_run11,220119_F2_run11.pkl,1,362,,,,,,,,,,,,,
220119_F2_run11,220119_F2_run11.pkl,2,281,1,362,-81,81,0.014646464646464647,0.011414141414141415,0.0032323232323232323,113,32,81,0.7793103448275862,0.2206896551724138,0.008181818181818182
220119_F2_run11,220119_F2_run11.pkl,3,266,2,281,-15,15,0.008787878787878787,0.005151515151515152,0.0036363636363636364,51,36,15,0.5862068965517242,0.4137931034482759,0.0015151515151515154
220119_F2_run11,220119_F2_run11.pkl,4,254,3,266,-12,12,0.0052525252525252525,0.0032323232323232323,0.00202020202020202,32,20,12,0.6153846153846154,0.38461538461538464,0.0012121212121212121
220119_F2_run11,220119_F2_run11.pkl,5,273,4,254,19,-19,0.007171717171717172,0.0026262626262626263,0.004545454545454545,26,45,-19,0.36619718309859156,0.6338028169014084,-0.001919191919191919
220119_F2_run11,220119_F2_run11.pkl,6,281,5,273,8,-8,0.00808080808080808,0.0036363636363636364,0.0044444444444444444,36,44,-8,0.45,0.55,-0.0008080808080808081
220119_F2_run11,220119_F2_run11.pkl,7,286,6,281,5,-5,0.007575757575757576,0.0035353535353535356,0.00404040404040404,35,40,-5,0.4666666666666667,0.5333333333333333,-0.0005050505050505048
