trial_id,tau,accuracy,precision,recall,fpr,balanced_accuracy,f1
0,2,0.9270833333333334,0.5578947368421052,1.0,0.08030592734225621,0.9598470363288719,0.7162162162162162
0,3,0.8871527777777778,0.4491525423728814,1.0,0.124282982791587,0.9378585086042065,0.6198830409356725
0,4,0.8454861111111112,0.3732394366197183,1.0,0.1701720841300191,0.9149139579349904,0.5435897435897437
0,5,0.8125,0.32919254658385094,1.0,0.20650095602294455,0.8967495219885278,0.4953271028037383
0,6,0.7777777777777778,0.292817679558011,1.0,0.2447418738049713,0.8776290630975143,0.45299145299145294
0,7,0.7673611111111112,0.28342245989304815,1.0,0.25621414913957935,0.8718929254302104,0.4416666666666667
1,2,0.9305555555555556,0.5238095238095238,1.0,0.07518796992481203,0.9624060150375939,0.6875000000000001
1,3,0.90625,0.4489795918367347,1.0,0.10150375939849623,0.9492481203007519,0.6197183098591549
1,4,0.8697916666666666,0.3697478991596639,1.0,0.14097744360902256,0.9295112781954887,0.5398773006134969
1,5,0.8454861111111112,0.3308270676691729,1.0,0.16729323308270677,0.9163533834586466,0.4971751412429378
1,6,0.7934027777777778,0.26993865030674846,1.0,0.2236842105263158,0.888157894736842,0.4251207729468599
1,7,0.7604166666666666,0.24175824175824176,1.0,0.2593984962406015,0.8703007518796992,0.3893805309734513
2,2,0.9300567107750473,0.5795454545454546,1.0,0.07740585774058577,0.9612970711297071,0.7338129496402878
2,3,0.8979206049149339,0.4857142857142857,1.0,0.11297071129707113,0.9435146443514644,0.6538461538461539
2,4,0.8582230623818525,0.40476190476190477,1.0,0.15690376569037656,0.9215481171548117,0.576271186440678
2,5,0.8223062381852552,0.35172413793103446,1.0,0.19665271966527198,0.901673640167364,0.520408163265306
2,6,0.7920604914933838,0.3167701863354037,1.0,0.2301255230125523,0.8849372384937239,0.48113207547169806
2,7,0.7599243856332704,0.28651685393258425,1.0,0.26569037656903766,0.8671548117154811,0.44541484716157204
3,2,0.927437641723356,0.42857142857142855,1.0,0.07673860911270983,0.9616306954436451,0.6
3,3,0.8820861678004536,0.3157894736842105,1.0,0.12470023980815348,0.9376498800959232,0.4799999999999999
3,4,0.8616780045351474,0.2823529411764706,1.0,0.14628297362110312,0.9268585131894485,0.44036697247706424
3,5,0.8095238095238095,0.2222222222222222,1.0,0.2014388489208633,0.8992805755395683,0.3636363636363636
3,6,0.782312925170068,0.2,1.0,0.2302158273381295,0.8848920863309353,0.33333333333333337
3,7,0.7732426303854876,0.1935483870967742,1.0,0.23980815347721823,0.880095923261391,0.3243243243243243
4,2,0.9113573407202216,0.43859649122807015,1.0,0.09523809523809523,0.9523809523809523,0.6097560975609756
4,3,0.8642659279778393,0.33783783783783783,1.0,0.14583333333333334,0.9270833333333333,0.5050505050505051
4,4,0.853185595567867,0.32051282051282054,1.0,0.15773809523809523,0.9211309523809523,0.48543689320388356
4,5,0.8033240997229917,0.2604166666666667,1.0,0.2113095238095238,0.8943452380952381,0.4132231404958678
4,6,0.7700831024930748,0.23148148148148148,1.0,0.24702380952380953,0.8764880952380952,0.3759398496240602
4,7,0.7313019390581718,0.20491803278688525,1.0,0.28869047619047616,0.8556547619047619,0.3401360544217687
5,2,0.9537037037037037,0.5945945945945946,1.0,0.04966887417218543,0.9751655629139073,0.7457627118644068
5,3,0.9135802469135802,0.44,1.0,0.09271523178807947,0.9536423841059603,0.6111111111111112
5,4,0.9135802469135802,0.44,1.0,0.09271523178807947,0.9536423841059603,0.6111111111111112
5,5,0.8549382716049383,0.3188405797101449,1.0,0.15562913907284767,0.9221854304635762,0.48351648351648346
5,6,0.8240740740740741,0.27848101265822783,1.0,0.18874172185430463,0.9056291390728477,0.43564356435643564
5,7,0.7932098765432098,0.24719101123595505,1.0,0.22185430463576158,0.8890728476821192,0.3963963963963964
