dataset,file,P,edge_count,previous_P,previous_edge_count,edge_delta,net_edge_loss_count,D_p,D_minus,D_plus,edge_deletions,edge_additions,net_deletion_count,deletion_share_of_changes,addition_share_of_changes,net_deletion_fraction_possible
220127_F4_run2,220127_F4_run2.pkl,1,608,,,,,,,,,,,,,
220127_F4_run2,220127_F4_run2.pkl,2,522,1,608,-86,86,0.029861442904921164,0.020066889632107024,0.009794553272814142,168,82,86,0.672,0.328,0.010272336359292882
220127_F4_run2,220127_F4_run2.pkl,3,509,2,522,-13,13,0.018752986144290492,0.010152890587673196,0.008600095556617296,85,72,13,0.5414012738853503,0.4585987261146497,0.0015527950310559
220127_F4_run2,220127_F4_run2.pkl,4,510,3,509,1,-1,0.016125179168657428,0.008002866698518872,0.008122312470138558,67,68,-1,0.4962962962962963,0.5037037037037038,-0.00011944577161968582
220127_F4_run2,220127_F4_run2.pkl,5,508,4,510,-2,2,0.017200191113234592,0.00871954132823698,0.008480649784997612,73,71,2,0.5069444444444444,0.4930555555555556,0.00023889154323936818
220127_F4_run2,220127_F4_run2.pkl,6,522,5,508,14,-14,0.017677974199713332,0.008002866698518872,0.009675107501194458,67,81,-14,0.45270270270270263,0.5472972972972973,-0.001672240802675586
220127_F4_run2,220127_F4_run2.pkl,7,545,6,522,23,-23,0.018036311514572384,0.007644529383659818,0.010391782130912566,64,87,-23,0.423841059602649,0.576158940397351,-0.002747252747252748
