trial_id,p,accuracy,precision,recall,fpr,balanced_accuracy,f1
0,1,0.29528985507246375,0.09047619047619047,0.8444444444444444,0.7534516765285996,0.5454963839579224,0.16344086021505377
0,2,0.5978260869565217,0.14457831325301204,0.8,0.42011834319526625,0.6899408284023669,0.24489795918367346
0,3,0.7463768115942029,0.2085889570552147,0.7555555555555555,0.25443786982248523,0.7505588428665352,0.32692307692307687
0,4,0.8496376811594203,0.3137254901960784,0.7111111111111111,0.13806706114398423,0.7865220249835634,0.435374149659864
0,5,0.9094202898550725,0.4626865671641791,0.6888888888888889,0.07100591715976332,0.8089414858645627,0.5535714285714286
0,6,0.9239130434782609,0.5254237288135594,0.6888888888888889,0.055226824457593686,0.8168310322156476,0.5961538461538461
0,7,0.9402173913043478,0.625,0.6666666666666666,0.03550295857988166,0.8155818540433926,0.6451612903225806
1,1,0.354978354978355,0.11044776119402985,1.0,0.7011764705882353,0.6494117647058824,0.19892473118279572
1,2,0.8225108225108225,0.31092436974789917,1.0,0.19294117647058823,0.9035294117647059,0.47435897435897434
1,3,0.8831168831168831,0.4065934065934066,1.0,0.12705882352941175,0.9364705882352942,0.578125
1,4,0.9134199134199135,0.4805194805194805,1.0,0.09411764705882353,0.9529411764705882,0.6491228070175439
1,5,0.9437229437229437,0.5873015873015873,1.0,0.0611764705882353,0.9694117647058824,0.74
1,6,0.9588744588744589,0.6607142857142857,1.0,0.04470588235294118,0.9776470588235294,0.7956989247311829
1,7,0.9588744588744589,0.6607142857142857,1.0,0.04470588235294118,0.9776470588235294,0.7956989247311829
2,1,0.7380952380952381,0.14285714285714285,0.5806451612903226,0.2505800464037123,0.6650325574433051,0.22929936305732482
2,2,0.8766233766233766,0.20454545454545456,0.2903225806451613,0.08120649651972157,0.6045580420627199,0.24000000000000005
2,3,0.9047619047619048,0.27586206896551724,0.25806451612903225,0.048723897911832945,0.6046703091085996,0.26666666666666666
2,4,0.9155844155844156,0.3333333333333333,0.25806451612903225,0.037122969837587005,0.6104707731457226,0.29090909090909095
2,5,0.9199134199134199,0.36363636363636365,0.25806451612903225,0.03248259860788863,0.6127909587605718,0.3018867924528302
2,6,0.922077922077922,0.38095238095238093,0.25806451612903225,0.030162412993039442,0.6139510515679965,0.30769230769230765
2,7,0.922077922077922,0.38095238095238093,0.25806451612903225,0.030162412993039442,0.6139510515679965,0.30769230769230765
3,1,0.5404761904761904,0.11848341232227488,0.78125,0.4793814432989691,0.6509342783505154,0.205761316872428
3,2,0.7523809523809524,0.1896551724137931,0.6875,0.2422680412371134,0.7226159793814433,0.2972972972972973
3,3,0.8333333333333334,0.2682926829268293,0.6875,0.15463917525773196,0.7664304123711341,0.38596491228070173
3,4,0.8571428571428571,0.3,0.65625,0.12628865979381443,0.7649806701030928,0.4117647058823529
3,5,0.888095238095238,0.36363636363636365,0.625,0.09020618556701031,0.7673969072164948,0.4597701149425288
3,6,0.9119047619047619,0.4444444444444444,0.625,0.06443298969072164,0.7802835051546392,0.5194805194805195
3,7,0.9142857142857143,0.45454545454545453,0.625,0.061855670103092786,0.7815721649484536,0.5263157894736842
4,1,0.3616600790513834,0.12295081967213115,0.9574468085106383,0.6993464052287581,0.62905020164094,0.2179176755447942
4,2,0.6699604743083004,0.2087378640776699,0.9148936170212766,0.355119825708061,0.7798868956566078,0.33992094861660077
4,3,0.8003952569169961,0.29850746268656714,0.851063829787234,0.2047930283224401,0.823135400732397,0.44198895027624313
4,4,0.8517786561264822,0.37037037037037035,0.851063829787234,0.14814814814814814,0.851457840819543,0.5161290322580645
4,5,0.8952569169960475,0.4634146341463415,0.8085106382978723,0.09586056644880174,0.8563250359245353,0.5891472868217055
4,6,0.9189723320158103,0.5428571428571428,0.8085106382978723,0.06971677559912855,0.8693969313493719,0.6495726495726495
4,7,0.9268774703557312,0.5757575757575758,0.8085106382978723,0.06100217864923747,0.8737542298243174,0.672566371681416
5,1,0.37166666666666665,0.10194174757281553,0.8571428571428571,0.6715063520871143,0.5928182525278713,0.18221258134490237
