dataset,file,P,edge_count,previous_P,previous_edge_count,edge_delta,net_edge_loss_count,D_p,D_minus,D_plus,edge_deletions,edge_additions,net_deletion_count,deletion_share_of_changes,addition_share_of_changes,net_deletion_fraction_possible
220210_F1_run6,220210_F1_run6.pkl,1,751,,,,,,,,,,,,,
220210_F1_run6,220210_F1_run6.pkl,2,614,1,751,-137,137,0.03464646464646465,0.024242424242424242,0.010404040404040403,240,103,137,0.6997084548104956,0.30029154518950435,0.013838383838383839
220210_F1_run6,220210_F1_run6.pkl,3,590,2,614,-24,24,0.022222222222222223,0.012323232323232323,0.009898989898989899,122,98,24,0.5545454545454545,0.44545454545454544,0.0024242424242424242
220210_F1_run6,220210_F1_run6.pkl,4,604,3,590,14,-14,0.017777777777777778,0.008181818181818182,0.009595959595959595,81,95,-14,0.46022727272727276,0.5397727272727272,-0.0014141414141414128
220210_F1_run6,220210_F1_run6.pkl,5,599,4,604,-5,5,0.018282828282828283,0.009393939393939394,0.008888888888888889,93,88,5,0.5138121546961326,0.4861878453038674,0.0005050505050505048
220210_F1_run6,220210_F1_run6.pkl,6,622,5,599,23,-23,0.020101010101010102,0.008888888888888889,0.011212121212121211,88,111,-23,0.4422110552763819,0.5577889447236181,-0.0023232323232323226
220210_F1_run6,220210_F1_run6.pkl,7,653,6,622,31,-31,0.019494949494949496,0.008181818181818182,0.011313131313131313,81,112,-31,0.41968911917098445,0.5803108808290155,-0.0031313131313131307
