recording,method,source,target,n_depths_present,n_deletions,n_additions,first_appearance_p,first_deletion_p,instability_frequency,null_frequency,p_value,q_value,status
220127_F4_run2,c-GC,82,78,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,82,81,5,2,1,1,5.0,0.5,,,,unstable
220127_F4_run2,c-GC,82,86,5,1,2,2,4.0,0.5,,,,unstable
220127_F4_run2,c-GC,82,87,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,82,88,4,1,0,1,5.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,83,12,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,83,17,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,83,33,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,83,55,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,83,66,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,84,3,2,2,2,2,3.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC,84,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,84,26,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,84,31,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,84,42,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,84,65,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,84,67,5,1,0,1,6.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,84,90,6,1,1,1,6.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,84,91,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,86,1,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,87,1,3,1,0,1,4.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,87,7,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,10,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,87,11,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,87,16,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,25,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,87,41,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,46,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,87,49,5,2,2,1,2.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC,87,53,3,2,1,1,3.0,0.5,,,,unstable
220127_F4_run2,c-GC,87,54,6,1,0,1,7.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,87,56,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,57,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,58,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,59,3,1,2,4,6.0,0.5,,,,unstable
220127_F4_run2,c-GC,87,60,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,87,69,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,73,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,74,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,86,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,87,88,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,88,24,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,88,47,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,88,51,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC,88,78,2,2,2,4,5.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC,89,4,3,1,0,1,4.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,89,6,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,89,39,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,89,48,5,0,1,3,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,89,52,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,89,56,2,1,2,3,4.0,0.5,,,,unstable
220127_F4_run2,c-GC,89,59,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,89,60,4,1,1,2,6.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,89,72,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,89,73,3,1,1,1,3.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,89,90,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,3,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,4,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,6,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,9,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,18,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,30,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,33,5,0,1,3,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,35,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,39,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,47,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,52,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,55,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,90,65,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,66,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,90,67,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,68,3,1,2,3,4.0,0.5,,,,unstable
220127_F4_run2,c-GC,90,77,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC,90,79,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC,90,84,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,90,89,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,90,91,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC,91,3,4,1,1,3,7.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC,91,34,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC,91,89,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,2,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,0,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,10,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,0,11,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,0,13,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,18,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,20,3,1,0,1,4.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,0,22,4,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,0,33,5,2,2,1,4.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,0,40,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,0,41,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,54,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,0,65,2,2,2,3,4.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,0,75,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,78,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,0,84,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,102,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,108,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,112,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,0,126,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,1,11,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,1,29,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,1,101,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,1,106,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,1,107,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,1,123,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,4,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,10,4,2,1,1,4.0,0.5,,,,unstable
220210_F1_run6,c-GC,2,11,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,15,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,16,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,17,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,19,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,2,22,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,25,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,29,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,32,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,2,48,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,2,49,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,2,65,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,66,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,2,67,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,2,70,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,71,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,83,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,114,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,115,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,2,126,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,2,129,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,3,13,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,3,42,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,3,64,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,3,82,4,2,2,2,3.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,3,106,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,4,2,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,4,10,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,4,11,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,4,16,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,4,18,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,4,20,4,3,2,1,2.0,0.8333333333333334,,,,unstable
220210_F1_run6,c-GC,4,22,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,4,25,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,4,29,2,2,2,2,3.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,4,32,3,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,4,65,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,4,66,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,4,67,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,4,71,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,4,90,5,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,4,115,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,4,126,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,5,7,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,5,8,3,1,1,2,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,15,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,5,21,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,35,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,5,50,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,5,64,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,5,67,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,5,70,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,74,4,1,1,3,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,76,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,5,78,2,1,1,5,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,79,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,82,1,1,1,4,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,94,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,5,106,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,109,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,5,124,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,6,5,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,6,27,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,6,46,4,0,1,4,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,6,62,2,2,1,1,2.0,0.5,,,,unstable
220210_F1_run6,c-GC,6,70,1,1,1,4,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,6,86,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,6,99,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,6,104,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,6,106,4,1,1,3,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,6,113,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,1,2,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,7,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,5,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,7,8,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,7,15,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,17,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,23,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,7,32,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,7,42,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,54,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,7,58,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,7,59,4,0,1,4,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,60,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,75,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,78,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,84,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,89,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,110,2,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,7,120,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,7,124,1,1,1,4,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,7,128,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,8,3,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,6,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,8,7,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,8,9,2,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,15,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,8,27,6,1,0,1,7.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,8,33,6,1,1,1,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,34,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,37,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,8,38,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,43,3,2,1,1,3.0,0.5,,,,unstable
220210_F1_run6,c-GC,8,50,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,59,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,60,5,1,2,2,3.0,0.5,,,,unstable
220210_F1_run6,c-GC,8,66,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,8,70,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,80,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,8,89,3,1,2,3,4.0,0.5,,,,unstable
220210_F1_run6,c-GC,8,93,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,8,94,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,8,100,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,101,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,8,102,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,104,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,8,110,2,2,2,4,5.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,8,121,2,1,1,5,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,8,122,4,2,3,2,3.0,0.8333333333333334,,,,unstable
220210_F1_run6,c-GC,8,126,3,2,3,2,3.0,0.8333333333333334,,,,unstable
220210_F1_run6,c-GC,8,129,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,9,17,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,9,26,4,1,0,1,5.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,9,39,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,9,70,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,9,72,4,1,0,1,5.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,9,77,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,9,111,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,9,123,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,9,126,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,10,11,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,10,20,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,10,25,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,10,62,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,10,66,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,10,68,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,10,72,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,10,82,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,10,85,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,11,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,11,75,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,11,85,6,1,0,1,7.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,11,95,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,11,115,2,2,1,1,2.0,0.5,,,,unstable
220210_F1_run6,c-GC,12,5,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,6,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,19,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,12,21,4,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,23,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,12,34,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,12,35,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,53,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,70,4,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,80,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,86,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,96,4,0,1,4,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,12,106,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,115,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,12,118,3,1,2,4,6.0,0.5,,,,unstable
220210_F1_run6,c-GC,12,120,5,2,1,1,3.0,0.5,,,,unstable
220210_F1_run6,c-GC,12,124,4,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,12,126,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,13,3,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,13,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,13,9,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,13,17,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,13,24,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,14,24,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,14,43,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,14,44,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,14,55,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,14,73,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,15,7,2,2,1,1,2.0,0.5,,,,unstable
220210_F1_run6,c-GC,15,13,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,15,27,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,15,29,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,15,30,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,15,35,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,15,37,2,1,1,3,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,15,38,3,1,2,2,3.0,0.5,,,,unstable
220210_F1_run6,c-GC,15,71,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,15,77,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,15,78,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,15,83,6,1,0,1,7.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,15,102,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,15,103,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,15,105,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,15,121,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,16,0,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,16,2,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,16,4,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,16,18,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,16,20,3,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,16,25,3,2,2,1,2.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,16,31,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC,16,65,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,16,68,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,16,71,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,16,82,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,16,88,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC,16,102,2,1,2,4,5.0,0.5,,,,unstable
220210_F1_run6,c-GC,16,119,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,17,0,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,17,2,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,17,6,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,17,7,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,17,10,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC,17,11,3,2,2,3,4.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC,17,22,5,1,0,1,6.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC,17,24,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,17,29,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC,17,34,1,1,0,1,2.0,0.16666666666666666,,,,unstable
