first_appearance_p,first_deletion_p,instability_frequency,method,n_additions,n_deletions,n_depths_present,null_frequency,p_value,q_value,recording,source,status,target
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,109,lost,91
2,,0.16666666666666666,c-GC,1,0,6,,,,220210_F1_run6,109,unstable,94
4,5.0,0.6666666666666666,c-GC,2,2,2,,,,220210_F1_run6,109,unstable,98
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,109,unstable,102
2,5.0,0.3333333333333333,c-GC,1,1,3,,,,220210_F1_run6,109,unstable,114
4,6.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F1_run6,109,unstable,118
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,109,novel,120
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,110,unstable,7
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,110,unstable,9
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,110,unstable,50
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,110,unstable,58
3,4.0,0.8333333333333334,c-GC,3,2,3,,,,220210_F1_run6,110,unstable,64
1,4.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F1_run6,110,unstable,69
1,2.0,0.5,c-GC,1,2,2,,,,220210_F1_run6,110,unstable,73
6,,0.16666666666666666,c-GC,1,0,2,,,,220210_F1_run6,110,unstable,90
5,7.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F1_run6,110,unstable,107
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,110,unstable,124
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,111,unstable,42
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,111,unstable,71
2,3.0,0.5,c-GC,2,1,2,,,,220210_F1_run6,111,unstable,83
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,111,unstable,99
1,2.0,0.5,c-GC,1,2,2,,,,220210_F1_run6,111,unstable,101
1,3.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F1_run6,111,unstable,102
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,111,novel,110
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F1_run6,111,unstable,124
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,112,unstable,12
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F1_run6,112,unstable,13
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,112,unstable,20
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,112,unstable,84
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,112,unstable,87
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,112,unstable,123
1,2.0,1.0,c-GC,3,3,4,,,,220210_F1_run6,113,unstable,5
1,2.0,0.8333333333333334,c-GC,2,3,3,,,,220210_F1_run6,113,unstable,6
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F1_run6,113,unstable,8
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,32
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,35
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,113,unstable,42
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220210_F1_run6,113,lost,48
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,113,stable,49
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,52
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,64
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,74
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,77
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,91
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,113,lost,94
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,97
1,2.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F1_run6,113,unstable,98
1,3.0,0.3333333333333333,c-GC,1,1,4,,,,220210_F1_run6,113,unstable,99
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,113,unstable,118
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,114,unstable,0
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,114,unstable,6
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,114,unstable,20
1,2.0,0.5,c-GC,1,2,2,,,,220210_F1_run6,114,unstable,29
2,,0.16666666666666666,c-GC,1,0,6,,,,220210_F1_run6,114,unstable,46
5,7.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F1_run6,114,unstable,55
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,114,unstable,59
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,114,unstable,71
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,114,unstable,72
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,2
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,8
1,2.0,0.8333333333333334,c-GC,2,3,4,,,,220210_F1_run6,115,unstable,17
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,36
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,115,unstable,37
3,4.0,0.6666666666666666,c-GC,2,2,2,,,,220210_F1_run6,115,unstable,46
1,4.0,0.3333333333333333,c-GC,1,1,4,,,,220210_F1_run6,115,unstable,65
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,71
1,2.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F1_run6,115,unstable,76
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,79
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,86
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,115,stable,95
1,4.0,0.3333333333333333,c-GC,1,1,4,,,,220210_F1_run6,115,unstable,102
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,109
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,116
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,115,unstable,121
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,8
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,12
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,15
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,21
1,2.0,0.3333333333333333,c-GC,1,1,3,,,,220210_F1_run6,116,unstable,34
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,37
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,38
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,39
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,43
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,50
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F1_run6,116,unstable,60
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,67
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,68
6,,0.16666666666666666,c-GC,1,0,2,,,,220210_F1_run6,116,unstable,69
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,70
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,74
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,75
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,77
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,80
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,84
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,86
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,116,unstable,89
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,94
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,100
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,106
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,110
2,4.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F1_run6,116,unstable,124
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,127
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,116,unstable,128
1,5.0,0.3333333333333333,c-GC,1,1,5,,,,220210_F1_run6,117,unstable,4
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,117,unstable,27
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,117,novel,35
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,117,unstable,52
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,117,unstable,75
1,2.0,0.3333333333333333,c-GC,1,1,5,,,,220210_F1_run6,117,unstable,76
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,117,unstable,79
1,2.0,0.5,c-GC,1,2,3,,,,220210_F1_run6,117,unstable,95
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,117,unstable,103
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,118,unstable,1
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,118,unstable,39
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,118,stable,47
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,118,unstable,60
6,,0.16666666666666666,c-GC,1,0,2,,,,220210_F1_run6,118,unstable,96
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,118,unstable,119
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,16
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,77
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,78
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,79
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,83
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,95
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,109
1,2.0,0.3333333333333333,c-GC,1,1,5,,,,220210_F1_run6,119,unstable,120
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,119,unstable,128
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,120,novel,12
1,3.0,0.3333333333333333,c-GC,1,1,3,,,,220210_F1_run6,120,unstable,23
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,120,unstable,46
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,120,unstable,53
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,120,unstable,63
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F1_run6,120,lost,70
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,8
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F1_run6,121,lost,15
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,16
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,121,lost,17
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,37
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,38
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,53
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,58
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,80
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,84
3,,0.16666666666666666,c-GC,1,0,5,,,,220210_F1_run6,121,unstable,92
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,121,unstable,96
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,100
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,106
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,108
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,116
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,121,unstable,129
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,122,unstable,26
4,5.0,0.5,c-GC,2,1,3,,,,220210_F1_run6,122,unstable,37
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,122,stable,39
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,122,unstable,46
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,122,lost,57
1,2.0,0.5,c-GC,1,2,2,,,,220210_F1_run6,122,unstable,79
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,122,lost,80
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,122,unstable,90
3,5.0,0.5,c-GC,2,1,3,,,,220210_F1_run6,122,unstable,108
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F1_run6,122,lost,109
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F1_run6,122,lost,123
2,4.0,0.5,c-GC,2,1,5,,,,220210_F1_run6,122,unstable,124
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,123,unstable,23
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,123,unstable,44
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,123,unstable,78
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,123,stable,96
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,123,unstable,112
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,123,stable,122
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,124,stable,5
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,124,unstable,23
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,124,unstable,25
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,124,stable,26
2,,0.16666666666666666,c-GC,1,0,6,,,,220210_F1_run6,124,unstable,27
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F1_run6,124,unstable,48
5,6.0,0.5,c-GC,2,1,2,,,,220210_F1_run6,124,unstable,59
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,124,unstable,87
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,124,unstable,104
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,124,novel,106
6,,0.16666666666666666,c-GC,1,0,2,,,,220210_F1_run6,124,unstable,110
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,124,unstable,120
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,125,unstable,7
4,,0.16666666666666666,c-GC,1,0,4,,,,220210_F1_run6,125,unstable,27
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F1_run6,125,lost,42
4,,0.16666666666666666,c-GC,1,0,4,,,,220210_F1_run6,125,unstable,76
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,125,lost,84
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,126,unstable,4
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,126,unstable,22
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,126,unstable,47
2,3.0,0.5,c-GC,2,1,2,,,,220210_F1_run6,126,unstable,53
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,126,unstable,59
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,126,stable,67
3,5.0,0.5,c-GC,2,1,4,,,,220210_F1_run6,126,unstable,74
2,3.0,0.6666666666666666,c-GC,2,2,3,,,,220210_F1_run6,126,unstable,100
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,126,unstable,110
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,126,unstable,120
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,126,unstable,127
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,127,lost,9
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,127,lost,10
1,2.0,0.3333333333333333,c-GC,1,1,4,,,,220210_F1_run6,127,unstable,22
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,25
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,36
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,37
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,50
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,53
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,76
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,77
4,6.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F1_run6,127,unstable,84
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,102
1,3.0,0.8333333333333334,c-GC,2,3,4,,,,220210_F1_run6,127,unstable,103
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,106
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,127,unstable,112
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,127,novel,122
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,128,novel,18
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220210_F1_run6,128,lost,28
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,128,unstable,39
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,128,unstable,51
1,2.0,0.3333333333333333,c-GC,1,1,3,,,,220210_F1_run6,128,unstable,59
3,5.0,0.6666666666666666,c-GC,2,2,3,,,,220210_F1_run6,128,unstable,67
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,128,novel,73
1,,0.0,c-GC,0,0,7,,,,220210_F1_run6,128,stable,75
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,128,unstable,80
4,6.0,0.5,c-GC,2,1,3,,,,220210_F1_run6,128,unstable,93
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220210_F1_run6,128,lost,119
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,129,unstable,42
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F1_run6,129,novel,55
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,129,unstable,84
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F1_run6,129,unstable,108
1,3.0,0.5,c-GC,1,2,3,,,,220210_F1_run6,129,unstable,116
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F1_run6,129,unstable,126
6,,0.16666666666666666,c-GC,1,0,2,,,,220210_F2_run5,0,unstable,7
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,0,unstable,69
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,1,unstable,2
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,1,unstable,14
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F2_run5,1,unstable,15
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F2_run5,1,unstable,18
1,2.0,0.5,c-GC,1,2,4,,,,220210_F2_run5,1,unstable,43
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,1,unstable,56
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220210_F2_run5,1,lost,93
1,2.0,0.6666666666666666,c-GC,2,2,4,,,,220210_F2_run5,2,unstable,1
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,2,unstable,19
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F2_run5,2,novel,27
1,3.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F2_run5,2,unstable,29
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,2,unstable,40
1,3.0,0.3333333333333333,c-GC,1,1,3,,,,220210_F2_run5,3,unstable,1
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,5
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F2_run5,3,lost,9
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,14
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,15
1,2.0,0.3333333333333333,c-GC,1,1,3,,,,220210_F2_run5,3,unstable,20
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,3,stable,24
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,25
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,3,stable,28
1,3.0,0.6666666666666666,c-GC,2,2,4,,,,220210_F2_run5,3,unstable,35
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,37
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,38
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,3,unstable,58
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,3,unstable,96
1,4.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F2_run5,4,unstable,17
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,4,unstable,27
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F2_run5,4,unstable,29
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,4,unstable,101
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,5,unstable,15
1,2.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F2_run5,5,unstable,24
1,3.0,0.5,c-GC,1,2,3,,,,220210_F2_run5,5,unstable,28
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,5,unstable,56
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F2_run5,5,novel,58
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,5,unstable,67
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,5,unstable,91
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,5,unstable,114
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,5,stable,129
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220210_F2_run5,5,lost,130
1,3.0,0.3333333333333333,c-GC,1,1,6,,,,220210_F2_run5,6,unstable,7
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,6,unstable,41
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F2_run5,6,novel,88
2,3.0,0.5,c-GC,2,1,2,,,,220210_F2_run5,6,unstable,94
1,2.0,0.8333333333333334,c-GC,2,3,3,,,,220210_F2_run5,6,unstable,108
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F2_run5,6,unstable,130
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,6,unstable,131
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,6,stable,151
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,7,stable,6
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,7,unstable,15
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,7,stable,40
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,7,unstable,52
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,7,unstable,72
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,7,unstable,85
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,7,unstable,97
2,3.0,0.6666666666666666,c-GC,2,2,4,,,,220210_F2_run5,7,unstable,116
3,5.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F2_run5,7,unstable,120
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,8,unstable,12
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,8,unstable,37
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,8,unstable,57
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,8,unstable,95
5,7.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F2_run5,8,unstable,117
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,8,unstable,126
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220210_F2_run5,8,unstable,140
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F2_run5,8,novel,154
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F2_run5,8,novel,156
7,,0.16666666666666666,c-GC,1,0,1,,,,220210_F2_run5,9,novel,20
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,9,unstable,38
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,9,stable,39
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,9,stable,41
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,9,stable,53
3,5.0,0.3333333333333333,c-GC,1,1,2,,,,220210_F2_run5,9,unstable,94
2,3.0,0.8333333333333334,c-GC,3,2,3,,,,220210_F2_run5,9,unstable,117
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,10,unstable,1
2,3.0,0.6666666666666666,c-GC,2,2,4,,,,220210_F2_run5,10,unstable,3
5,,0.16666666666666666,c-GC,1,0,3,,,,220210_F2_run5,10,unstable,6
1,2.0,0.3333333333333333,c-GC,1,1,4,,,,220210_F2_run5,10,unstable,9
2,3.0,0.5,c-GC,2,1,4,,,,220210_F2_run5,10,unstable,15
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220210_F2_run5,10,unstable,32
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,10,stable,38
1,,0.0,c-GC,0,0,7,,,,220210_F2_run5,10,stable,42
