first_appearance_p,first_deletion_p,instability_frequency,method,n_additions,n_deletions,n_depths_present,null_frequency,p_value,q_value,recording,source,status,target
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,0,unstable,1
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,0,unstable,27
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220119_F2_run11,0,lost,49
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,3
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,1,unstable,7
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,11
3,,0.16666666666666666,c-GC,1,0,5,,,,220119_F2_run11,1,unstable,13
3,5.0,0.6666666666666666,c-GC,2,2,3,,,,220119_F2_run11,1,unstable,14
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,1,lost,18
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,20
1,2.0,0.3333333333333333,c-GC,1,1,5,,,,220119_F2_run11,1,unstable,50
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,57
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,69
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,71
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,1,stable,98
1,3.0,0.3333333333333333,c-GC,1,1,3,,,,220119_F2_run11,2,unstable,9
1,2.0,0.5,c-GC,1,2,2,,,,220119_F2_run11,2,unstable,28
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,2,unstable,30
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,2,lost,76
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,2,unstable,79
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,3,stable,0
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,3,stable,1
1,2.0,0.3333333333333333,c-GC,1,1,5,,,,220119_F2_run11,3,unstable,7
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,3,stable,11
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,3,lost,12
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,3,novel,13
5,7.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,3,unstable,14
1,2.0,0.3333333333333333,c-GC,1,1,4,,,,220119_F2_run11,3,unstable,18
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,3,stable,20
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220119_F2_run11,3,lost,37
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,3,stable,69
2,5.0,0.3333333333333333,c-GC,1,1,3,,,,220119_F2_run11,3,unstable,71
1,3.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,4,unstable,8
1,5.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,4,unstable,12
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,4,unstable,15
1,6.0,0.16666666666666666,c-GC,0,1,5,,,,220119_F2_run11,4,lost,29
1,2.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,4,unstable,43
3,5.0,0.5,c-GC,2,1,4,,,,220119_F2_run11,4,unstable,59
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,4,lost,62
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,4,unstable,98
1,2.0,0.5,c-GC,1,2,2,,,,220119_F2_run11,5,unstable,20
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,5,stable,33
5,6.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,5,unstable,41
2,4.0,0.6666666666666666,c-GC,2,2,4,,,,220119_F2_run11,5,unstable,62
1,2.0,0.5,c-GC,1,2,2,,,,220119_F2_run11,5,unstable,78
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,6,lost,27
1,5.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,7,unstable,1
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,7,stable,11
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,7,unstable,26
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,7,unstable,29
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,8,stable,4
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,8,stable,11
4,5.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,8,unstable,34
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,8,unstable,63
1,2.0,0.5,c-GC,1,2,2,,,,220119_F2_run11,8,unstable,72
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,8,unstable,79
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,2
5,,0.16666666666666666,c-GC,1,0,3,,,,220119_F2_run11,9,unstable,16
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,21
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,28
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,30
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,42
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,9,unstable,53
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,9,novel,57
2,,0.16666666666666666,c-GC,1,0,6,,,,220119_F2_run11,9,unstable,59
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,66
1,3.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,9,unstable,74
1,3.0,0.3333333333333333,c-GC,1,1,5,,,,220119_F2_run11,9,unstable,76
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,9,stable,80
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,9,unstable,81
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,10,unstable,72
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,10,unstable,96
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,11,stable,1
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,11,stable,3
1,3.0,0.5,c-GC,1,2,5,,,,220119_F2_run11,11,unstable,4
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,11,unstable,7
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,11,lost,12
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,11,stable,13
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,11,stable,15
1,4.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,11,unstable,18
2,,0.16666666666666666,c-GC,1,0,6,,,,220119_F2_run11,11,unstable,19
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,11,lost,20
1,6.0,0.16666666666666666,c-GC,0,1,5,,,,220119_F2_run11,11,lost,26
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,11,stable,29
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,11,lost,73
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,11,unstable,79
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,11,novel,96
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,12,unstable,1
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,12,stable,4
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,12,unstable,8
4,5.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,12,unstable,18
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,12,stable,29
6,,0.16666666666666666,c-GC,1,0,2,,,,220119_F2_run11,12,unstable,31
3,4.0,0.5,c-GC,2,1,4,,,,220119_F2_run11,12,unstable,33
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,12,unstable,36
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,12,unstable,40
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,12,unstable,41
1,2.0,0.3333333333333333,c-GC,1,1,3,,,,220119_F2_run11,12,unstable,43
3,,0.16666666666666666,c-GC,1,0,5,,,,220119_F2_run11,12,unstable,44
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,12,unstable,56
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,12,unstable,59
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,0
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,1
1,5.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,13,unstable,3
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,7
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,11
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,13,lost,15
1,3.0,0.5,c-GC,1,2,3,,,,220119_F2_run11,13,unstable,17
1,2.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,13,unstable,18
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,19
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,20
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,23
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,13,lost,24
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,26
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,34
1,3.0,0.3333333333333333,c-GC,1,1,4,,,,220119_F2_run11,13,unstable,40
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,51
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,57
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,62
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,71
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,75
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,13,unstable,76
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,88
2,5.0,0.3333333333333333,c-GC,1,1,3,,,,220119_F2_run11,13,unstable,89
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,13,unstable,90
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,13,stable,98
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,14,unstable,16
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,14,unstable,69
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,15,stable,12
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,15,unstable,64
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220119_F2_run11,16,lost,10
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,16,unstable,14
5,,0.16666666666666666,c-GC,1,0,3,,,,220119_F2_run11,16,unstable,30
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,16,unstable,52
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,16,unstable,58
4,5.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,16,unstable,78
1,3.0,0.5,c-GC,1,2,3,,,,220119_F2_run11,17,unstable,9
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,17,unstable,13
1,4.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,17,unstable,22
6,,0.16666666666666666,c-GC,1,0,2,,,,220119_F2_run11,17,unstable,41
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,17,unstable,52
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,17,unstable,81
2,3.0,0.5,c-GC,2,1,3,,,,220119_F2_run11,17,unstable,82
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,18,unstable,1
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,18,unstable,7
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,18,stable,11
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,18,unstable,14
1,3.0,0.6666666666666666,c-GC,2,2,4,,,,220119_F2_run11,18,unstable,20
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,18,stable,26
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,18,lost,29
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,18,unstable,34
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,18,unstable,37
5,7.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,18,unstable,45
6,,0.16666666666666666,c-GC,1,0,2,,,,220119_F2_run11,18,unstable,49
1,2.0,0.5,c-GC,1,2,3,,,,220119_F2_run11,18,unstable,73
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,18,unstable,98
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,19,stable,13
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,19,unstable,26
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220119_F2_run11,19,lost,31
3,5.0,0.5,c-GC,2,1,4,,,,220119_F2_run11,19,unstable,40
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,19,unstable,44
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,19,unstable,50
1,5.0,0.3333333333333333,c-GC,1,1,5,,,,220119_F2_run11,19,unstable,66
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,19,unstable,79
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,19,unstable,80
1,3.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,20,unstable,1
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,20,unstable,14
1,6.0,0.16666666666666666,c-GC,0,1,5,,,,220119_F2_run11,20,lost,16
1,3.0,0.6666666666666666,c-GC,2,2,5,,,,220119_F2_run11,20,unstable,18
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,20,unstable,73
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,20,unstable,84
1,3.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,21,unstable,28
1,3.0,0.6666666666666666,c-GC,2,2,5,,,,220119_F2_run11,21,unstable,50
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,21,unstable,99
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,22,unstable,57
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,22,unstable,60
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,23,lost,1
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220119_F2_run11,23,lost,3
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,23,lost,13
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,23,unstable,16
4,5.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,23,unstable,17
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,23,lost,18
1,4.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,23,unstable,32
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,24,lost,13
2,3.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,24,unstable,20
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,24,unstable,23
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,24,lost,52
2,,0.16666666666666666,c-GC,1,0,6,,,,220119_F2_run11,25,unstable,60
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,26,stable,1
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,26,unstable,7
1,3.0,0.5,c-GC,1,2,3,,,,220119_F2_run11,26,unstable,11
5,7.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,26,unstable,13
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,26,unstable,18
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,26,lost,19
1,4.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,26,unstable,20
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,26,unstable,35
5,,0.16666666666666666,c-GC,1,0,3,,,,220119_F2_run11,26,unstable,57
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220119_F2_run11,26,lost,94
1,2.0,0.5,c-GC,1,2,3,,,,220119_F2_run11,27,unstable,5
1,2.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,27,unstable,6
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,14
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220119_F2_run11,27,lost,28
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,43
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,49
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,27,lost,54
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,61
2,4.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,27,unstable,62
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,69
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,88
1,4.0,0.5,c-GC,1,2,5,,,,220119_F2_run11,27,unstable,90
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,27,unstable,93
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,28,unstable,2
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,28,stable,9
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,28,lost,16
5,6.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,28,unstable,22
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,28,stable,30
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,28,novel,42
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,28,stable,52
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,28,stable,53
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,28,unstable,60
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,28,unstable,74
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,28,unstable,81
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,28,unstable,95
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,28,unstable,98
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,29,lost,3
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,29,unstable,4
4,5.0,0.6666666666666666,c-GC,2,2,2,,,,220119_F2_run11,29,unstable,6
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,29,unstable,11
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,29,stable,12
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,29,novel,44
1,2.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,30,unstable,2
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,30,unstable,27
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,30,unstable,28
1,2.0,0.5,c-GC,1,2,2,,,,220119_F2_run11,30,unstable,95
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,31,lost,0
5,,0.16666666666666666,c-GC,1,0,3,,,,220119_F2_run11,31,unstable,7
2,3.0,0.6666666666666666,c-GC,2,2,2,,,,220119_F2_run11,31,unstable,20
1,2.0,0.6666666666666666,c-GC,2,2,3,,,,220119_F2_run11,31,unstable,35
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,31,unstable,36
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,31,unstable,39
6,,0.16666666666666666,c-GC,1,0,2,,,,220119_F2_run11,31,unstable,42
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,31,lost,43
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,31,stable,48
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,31,lost,64
1,2.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,31,unstable,66
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,31,lost,70
1,2.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,31,unstable,71
4,6.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,31,unstable,73
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,31,unstable,83
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,31,unstable,89
1,5.0,0.3333333333333333,c-GC,1,1,5,,,,220119_F2_run11,32,unstable,45
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,32,unstable,75
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,32,unstable,88
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,32,unstable,91
1,6.0,0.16666666666666666,c-GC,0,1,5,,,,220119_F2_run11,33,lost,34
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,33,stable,36
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,33,stable,44
1,4.0,0.5,c-GC,1,2,5,,,,220119_F2_run11,33,unstable,45
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,33,stable,46
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,33,stable,48
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,33,unstable,57
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,33,novel,73
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,33,unstable,76
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,33,stable,85
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,33,unstable,89
1,3.0,0.5,c-GC,1,2,3,,,,220119_F2_run11,33,unstable,92
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,33,unstable,99
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,34,lost,45
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,34,stable,46
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,34,lost,88
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,34,lost,94
2,3.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,35,unstable,5
3,4.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,35,unstable,23
1,5.0,0.16666666666666666,c-GC,0,1,4,,,,220119_F2_run11,35,lost,40
3,4.0,0.5,c-GC,2,1,3,,,,220119_F2_run11,35,unstable,49
5,6.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,35,unstable,70
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,35,stable,82
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,35,unstable,87
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,35,unstable,95
4,,0.16666666666666666,c-GC,1,0,4,,,,220119_F2_run11,36,unstable,15
1,2.0,0.6666666666666666,c-GC,2,2,4,,,,220119_F2_run11,36,unstable,31
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,36,stable,33
1,2.0,0.5,c-GC,1,2,2,,,,220119_F2_run11,36,unstable,35
1,3.0,0.3333333333333333,c-GC,1,1,3,,,,220119_F2_run11,36,unstable,40
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,36,stable,44
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,36,unstable,46
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,36,stable,48
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,36,unstable,67
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,36,unstable,82
5,6.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,36,unstable,85
1,7.0,0.16666666666666666,c-GC,0,1,6,,,,220119_F2_run11,36,lost,87
1,6.0,0.3333333333333333,c-GC,1,1,6,,,,220119_F2_run11,36,unstable,93
1,4.0,0.5,c-GC,1,2,4,,,,220119_F2_run11,36,unstable,95
5,6.0,0.5,c-GC,2,1,2,,,,220119_F2_run11,36,unstable,98
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,37,unstable,31
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,37,unstable,46
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,37,unstable,74
1,3.0,0.16666666666666666,c-GC,0,1,2,,,,220119_F2_run11,37,lost,93
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,37,novel,95
2,3.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,38,unstable,79
5,6.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,39,unstable,37
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,39,stable,43
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,39,stable,50
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220119_F2_run11,39,lost,54
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,39,unstable,75
7,,0.16666666666666666,c-GC,1,0,1,,,,220119_F2_run11,40,novel,9
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,40,unstable,12
4,,0.16666666666666666,c-GC,1,0,4,,,,220119_F2_run11,40,unstable,18
2,4.0,0.5,c-GC,2,1,5,,,,220119_F2_run11,40,unstable,25
3,4.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,40,unstable,33
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,40,unstable,36
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,40,unstable,38
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,40,unstable,49
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,40,stable,51
1,4.0,0.16666666666666666,c-GC,0,1,3,,,,220119_F2_run11,40,lost,55
1,2.0,0.3333333333333333,c-GC,1,1,2,,,,220119_F2_run11,40,unstable,57
1,,0.0,c-GC,0,0,7,,,,220119_F2_run11,40,stable,59
1,2.0,0.16666666666666666,c-GC,0,1,1,,,,220119_F2_run11,40,unstable,60
2,,0.16666666666666666,c-GC,1,0,6,,,,220119_F2_run11,40,unstable,71
6,7.0,0.3333333333333333,c-GC,1,1,1,,,,220119_F2_run11,40,unstable,78
6,,0.16666666666666666,c-GC,1,0,2,,,,220119_F2_run11,40,unstable,80
2,4.0,0.5,c-GC,2,1,5,,,,220119_F2_run11,40,unstable,81
