trial_id,tau,accuracy,precision,recall,fpr,balanced_accuracy,f1
0,1,0.984375,0.8793103448275862,0.9622641509433962,0.01338432122370937,0.9744399148598435,0.9189189189189189
0,2,0.9878472222222222,0.8833333333333333,1.0,0.01338432122370937,0.9933078393881454,0.9380530973451328
0,3,0.9895833333333334,0.8983050847457628,1.0,0.011472275334608031,0.994263862332696,0.9464285714285715
0,4,0.9861111111111112,0.8688524590163934,1.0,0.015296367112810707,0.9923518164435947,0.9298245614035088
0,5,0.984375,0.8548387096774194,1.0,0.017208413001912046,0.991395793499044,0.9217391304347826
0,6,0.9878472222222222,0.8833333333333333,1.0,0.01338432122370937,0.9933078393881454,0.9380530973451328
0,7,0.9878472222222222,0.8833333333333333,1.0,0.01338432122370937,0.9933078393881454,0.9380530973451328
1,1,0.9886578449905482,0.88,1.0,0.012371134020618556,0.9938144329896907,0.9361702127659575
1,2,0.9886578449905482,0.88,1.0,0.012371134020618556,0.9938144329896907,0.9361702127659575
1,3,0.9848771266540642,0.8461538461538461,1.0,0.016494845360824743,0.9917525773195877,0.9166666666666666
1,4,0.9886578449905482,0.88,1.0,0.012371134020618556,0.9938144329896907,0.9361702127659575
1,5,0.9905482041587902,0.8979591836734694,1.0,0.010309278350515464,0.9948453608247423,0.9462365591397849
1,6,0.9886578449905482,0.88,1.0,0.012371134020618556,0.9938144329896907,0.9361702127659575
1,7,0.9924385633270322,0.9166666666666666,1.0,0.008247422680412371,0.9958762886597938,0.9565217391304348
2,1,0.9909297052154195,0.95,0.95,0.004987531172069825,0.972506234413965,0.9500000000000001
2,2,0.9909297052154195,0.9285714285714286,0.975,0.007481296758104738,0.9837593516209476,0.951219512195122
2,3,0.9863945578231292,0.9047619047619048,0.95,0.00997506234413965,0.9700124688279301,0.9268292682926829
2,4,0.9773242630385488,0.8409090909090909,0.925,0.017456359102244388,0.9537718204488779,0.8809523809523809
2,5,0.9773242630385488,0.8409090909090909,0.925,0.017456359102244388,0.9537718204488779,0.8809523809523809
2,6,0.9773242630385488,0.8260869565217391,0.95,0.0199501246882793,0.9650249376558604,0.8837209302325583
2,7,0.9750566893424036,0.8085106382978723,0.95,0.022443890274314215,0.9637780548628428,0.8735632183908046
3,1,0.9866863905325444,0.8571428571428571,1.0,0.014469453376205787,0.9927652733118971,0.923076923076923
3,2,0.9837278106508875,0.8307692307692308,1.0,0.017684887459807074,0.9911575562700965,0.907563025210084
3,3,0.985207100591716,0.84375,1.0,0.01607717041800643,0.9919614147909968,0.9152542372881356
3,4,0.9837278106508875,0.8307692307692308,1.0,0.017684887459807074,0.9911575562700965,0.907563025210084
3,5,0.9792899408284024,0.7941176470588235,1.0,0.022508038585209004,0.9887459807073955,0.8852459016393442
3,6,0.9763313609467456,0.7714285714285715,1.0,0.02572347266881029,0.9871382636655949,0.870967741935484
3,7,0.9748520710059172,0.7605633802816901,1.0,0.027331189710610933,0.9863344051446945,0.864
4,1,0.9783950617283951,0.8846153846153846,0.8518518518518519,0.010101010101010102,0.9208754208754208,0.8679245283018868
4,2,0.9629629629629629,0.7419354838709677,0.8518518518518519,0.026936026936026935,0.9124579124579124,0.7931034482758621
4,3,0.9660493827160493,0.75,0.8888888888888888,0.026936026936026935,0.930976430976431,0.8135593220338982
4,4,0.9783950617283951,0.8333333333333334,0.9259259259259259,0.016835016835016835,0.9545454545454546,0.8771929824561403
4,5,0.9722222222222222,0.8214285714285714,0.8518518518518519,0.016835016835016835,0.9175084175084175,0.8363636363636364
4,6,0.9629629629629629,0.7586206896551724,0.8148148148148148,0.02356902356902357,0.8956228956228955,0.7857142857142857
4,7,0.9660493827160493,0.7857142857142857,0.8148148148148148,0.020202020202020204,0.8973063973063973,0.7999999999999999
5,1,0.9841269841269841,0.9210526315789473,0.8974358974358975,0.007462686567164179,0.9449866054343666,0.9090909090909091
5,2,0.9795918367346939,0.8947368421052632,0.8717948717948718,0.009950248756218905,0.9309223115193265,0.8831168831168831
5,3,0.9795918367346939,0.9166666666666666,0.8461538461538461,0.007462686567164179,0.919345579793341,0.8799999999999999
5,4,0.9750566893424036,0.85,0.8717948717948718,0.014925373134328358,0.9284347493302717,0.8607594936708861
5,5,0.9727891156462585,0.8461538461538461,0.8461538461538461,0.014925373134328358,0.9156142365097588,0.8461538461538461
5,6,0.9705215419501134,0.825,0.8461538461538461,0.017412935323383085,0.9143704554152315,0.8354430379746836
5,7,0.9727891156462585,0.8461538461538461,0.8461538461538461,0.014925373134328358,0.9156142365097588,0.8461538461538461
6,1,0.9750692520775623,0.7931034482758621,0.8846153846153846,0.01791044776119403,0.9333524684270953,0.8363636363636363
6,2,0.9722991689750693,0.7666666666666667,0.8846153846153846,0.020895522388059702,0.9318599311136624,0.8214285714285715
6,3,0.9695290858725761,0.7419354838709677,0.8846153846153846,0.023880597014925373,0.9303673938002296,0.8070175438596492
6,4,0.9722991689750693,0.7666666666666667,0.8846153846153846,0.020895522388059702,0.9318599311136624,0.8214285714285715
6,5,0.9695290858725761,0.7419354838709677,0.8846153846153846,0.023880597014925373,0.9303673938002296,0.8070175438596492
6,6,0.9695290858725761,0.7419354838709677,0.8846153846153846,0.023880597014925373,0.9303673938002296,0.8070175438596492
6,7,0.9667590027700831,0.7333333333333333,0.8461538461538461,0.023880597014925373,0.9111366245694603,0.7857142857142856
7,1,0.9791666666666666,0.8775510204081632,0.8775510204081632,0.011385199240986717,0.9330829105835883,0.8775510204081631
7,2,0.9774305555555556,0.8461538461538461,0.8979591836734694,0.015180265654648957,0.9413894590094103,0.8712871287128713
7,3,0.9774305555555556,0.8333333333333334,0.9183673469387755,0.017077798861480076,0.9506447740386477,0.8737864077669903
7,4,0.9791666666666666,0.8363636363636363,0.9387755102040817,0.017077798861480076,0.9608488556713008,0.8846153846153846
7,5,0.984375,0.8571428571428571,0.9795918367346939,0.015180265654648957,0.9822057855400225,0.9142857142857143
7,6,0.9791666666666666,0.8245614035087719,0.9591836734693877,0.018975332068311195,0.9701041707005382,0.8867924528301887
7,7,0.9704861111111112,0.7580645161290323,0.9591836734693877,0.028462998102466792,0.9653603376834605,0.8468468468468467
8,1,0.9863945578231292,0.8461538461538461,1.0,0.014705882352941176,0.9926470588235294,0.9166666666666666
8,2,0.9863945578231292,0.8461538461538461,1.0,0.014705882352941176,0.9926470588235294,0.9166666666666666
8,3,0.9841269841269841,0.825,1.0,0.01715686274509804,0.991421568627451,0.9041095890410958
8,4,0.981859410430839,0.8048780487804879,1.0,0.0196078431372549,0.9901960784313726,0.8918918918918919
8,5,0.981859410430839,0.8048780487804879,1.0,0.0196078431372549,0.9901960784313726,0.8918918918918919
8,6,0.9795918367346939,0.7857142857142857,1.0,0.022058823529411766,0.9889705882352942,0.88
8,7,0.981859410430839,0.8048780487804879,1.0,0.0196078431372549,0.9901960784313726,0.8918918918918919
9,1,0.9750692520775623,0.7727272727272727,0.8095238095238095,0.014705882352941176,0.8974089635854342,0.7906976744186046
