scenario,method,repeat,depth,edge_count,D_p,D_minus,D_plus,cumulative_instability,T_obs,selected_absolute,selected_relative,selected_bootstrap_band,accuracy,precision,recall,fpr,balanced_accuracy,f1,tp,fp,tn,fn
order1_unconfounded,fast_gcstar_fcgc,2,3,7,0.0,0.0,0.0,0.0,0.0,2,2,,0.8444444444444444,0.0,0.0,0.08433734939759036,0.4578313253012048,0.0,0.0,7.0,76.0,7.0
order1_unconfounded,fast_gcstar_fcgc,2,4,7,0.0,0.0,0.0,0.0,0.0,2,2,,0.8444444444444444,0.0,0.0,0.08433734939759036,0.4578313253012048,0.0,0.0,7.0,76.0,7.0
order1_unconfounded,fast_gcstar_fcgc,2,5,7,0.0,0.0,0.0,0.0,0.0,2,2,,0.8444444444444444,0.0,0.0,0.08433734939759036,0.4578313253012048,0.0,0.0,7.0,76.0,7.0
order1_unconfounded,fast_gcstar_fcgc,2,6,7,0.0,0.0,0.0,0.0,0.0,2,2,,0.8444444444444444,0.0,0.0,0.08433734939759036,0.4578313253012048,0.0,0.0,7.0,76.0,7.0
order1_unconfounded,fast_gcstar_fcgc,2,7,7,0.0,0.0,0.0,0.0,0.0,2,2,,0.8444444444444444,0.0,0.0,0.08433734939759036,0.4578313253012048,0.0,0.0,7.0,76.0,7.0
order1_unconfounded,fast_gcstar_fcgc,3,1,11,,,,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,3,2,11,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,3,3,11,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,3,4,11,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,3,5,11,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,3,6,11,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,3,7,11,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.13924050632911392,0.43037974683544306,0.0,0.0,11.0,68.0,11.0
order1_unconfounded,fast_gcstar_fcgc,4,1,12,,,,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,4,2,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,4,3,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,4,4,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,4,5,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,4,6,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,4,7,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,1,12,,,,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,2,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,3,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,4,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,5,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,6,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,5,7,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7333333333333333,0.0,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,12.0,66.0,12.0
order1_unconfounded,fast_gcstar_fcgc,6,1,12,,,,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,6,2,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,6,3,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,6,4,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,6,5,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,6,6,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,6,7,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,1,12,,,,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,2,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,3,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,4,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,5,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,6,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,7,7,12,0.0,0.0,0.0,0.0,0.0,2,2,,0.7777777777777778,0.16666666666666666,0.16666666666666666,0.1282051282051282,0.5192307692307693,0.16666666666666666,2.0,10.0,68.0,10.0
order1_unconfounded,fast_gcstar_fcgc,8,1,14,,,,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,8,2,14,0.0,0.0,0.0,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,8,3,14,0.0,0.0,0.0,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,8,4,14,0.0,0.0,0.0,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,8,5,14,0.0,0.0,0.0,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,8,6,14,0.0,0.0,0.0,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,8,7,14,0.0,0.0,0.0,0.0,0.0,2,2,,0.6888888888888889,0.0,0.0,0.18421052631578946,0.40789473684210525,0.0,0.0,14.0,62.0,14.0
order1_unconfounded,fast_gcstar_fcgc,9,1,13,,,,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order1_unconfounded,fast_gcstar_fcgc,9,2,13,0.0,0.0,0.0,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order1_unconfounded,fast_gcstar_fcgc,9,3,13,0.0,0.0,0.0,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order1_unconfounded,fast_gcstar_fcgc,9,4,13,0.0,0.0,0.0,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order1_unconfounded,fast_gcstar_fcgc,9,5,13,0.0,0.0,0.0,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order1_unconfounded,fast_gcstar_fcgc,9,6,13,0.0,0.0,0.0,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order1_unconfounded,fast_gcstar_fcgc,9,7,13,0.0,0.0,0.0,0.0,0.0,2,2,,0.7111111111111111,0.0,0.0,0.16883116883116883,0.4155844155844156,0.0,0.0,13.0,64.0,13.0
order3_unconfounded,fast_gcstar_fcgc,0,1,15,,,,0.0,0.044444444444444446,2,3,,0.7222222222222222,0.3333333333333333,0.25,0.14285714285714285,0.5535714285714286,0.28571428571428575,5.0,10.0,60.0,15.0
order3_unconfounded,fast_gcstar_fcgc,0,2,11,0.044444444444444446,0.044444444444444446,0.0,0.044444444444444446,0.044444444444444446,2,3,,0.7666666666666667,0.45454545454545453,0.25,0.08571428571428572,0.5821428571428571,0.3225806451612903,5.0,6.0,64.0,15.0
order3_unconfounded,fast_gcstar_fcgc,0,3,11,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,2,3,,0.7666666666666667,0.45454545454545453,0.25,0.08571428571428572,0.5821428571428571,0.3225806451612903,5.0,6.0,64.0,15.0
order3_unconfounded,fast_gcstar_fcgc,0,4,11,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,2,3,,0.7666666666666667,0.45454545454545453,0.25,0.08571428571428572,0.5821428571428571,0.3225806451612903,5.0,6.0,64.0,15.0
order3_unconfounded,fast_gcstar_fcgc,0,5,11,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,2,3,,0.7666666666666667,0.45454545454545453,0.25,0.08571428571428572,0.5821428571428571,0.3225806451612903,5.0,6.0,64.0,15.0
order3_unconfounded,fast_gcstar_fcgc,0,6,11,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,2,3,,0.7666666666666667,0.45454545454545453,0.25,0.08571428571428572,0.5821428571428571,0.3225806451612903,5.0,6.0,64.0,15.0
order3_unconfounded,fast_gcstar_fcgc,0,7,11,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,2,3,,0.7666666666666667,0.45454545454545453,0.25,0.08571428571428572,0.5821428571428571,0.3225806451612903,5.0,6.0,64.0,15.0
order3_unconfounded,fast_gcstar_fcgc,1,1,5,,,,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,1,2,5,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,1,3,5,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,1,4,5,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,1,5,5,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,1,6,5,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,1,7,5,0.0,0.0,0.0,0.0,0.0,2,2,,0.7555555555555555,0.0,0.0,0.0684931506849315,0.4657534246575342,0.0,0.0,5.0,68.0,17.0
order3_unconfounded,fast_gcstar_fcgc,2,1,8,,,,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,2,2,8,0.0,0.0,0.0,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,2,3,8,0.0,0.0,0.0,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,2,4,8,0.0,0.0,0.0,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,2,5,8,0.0,0.0,0.0,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,2,6,8,0.0,0.0,0.0,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,2,7,8,0.0,0.0,0.0,0.0,0.0,2,2,,0.7222222222222222,0.125,0.05263157894736842,0.09859154929577464,0.4770200148257969,0.07407407407407407,1.0,7.0,64.0,18.0
order3_unconfounded,fast_gcstar_fcgc,3,1,17,,,,0.0,0.06666666666666667,2,3,,0.5555555555555556,0.0,0.0,0.2537313432835821,0.373134328358209,0.0,0.0,17.0,50.0,23.0
order3_unconfounded,fast_gcstar_fcgc,3,2,11,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,2,3,,0.6222222222222222,0.0,0.0,0.16417910447761194,0.417910447761194,0.0,0.0,11.0,56.0,23.0
order3_unconfounded,fast_gcstar_fcgc,3,3,11,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,2,3,,0.6222222222222222,0.0,0.0,0.16417910447761194,0.417910447761194,0.0,0.0,11.0,56.0,23.0
order3_unconfounded,fast_gcstar_fcgc,3,4,11,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,2,3,,0.6222222222222222,0.0,0.0,0.16417910447761194,0.417910447761194,0.0,0.0,11.0,56.0,23.0
order3_unconfounded,fast_gcstar_fcgc,3,5,11,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,2,3,,0.6222222222222222,0.0,0.0,0.16417910447761194,0.417910447761194,0.0,0.0,11.0,56.0,23.0
order3_unconfounded,fast_gcstar_fcgc,3,6,11,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,2,3,,0.6222222222222222,0.0,0.0,0.16417910447761194,0.417910447761194,0.0,0.0,11.0,56.0,23.0
order3_unconfounded,fast_gcstar_fcgc,3,7,11,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,2,3,,0.6222222222222222,0.0,0.0,0.16417910447761194,0.417910447761194,0.0,0.0,11.0,56.0,23.0
order3_unconfounded,fast_gcstar_fcgc,4,1,90,,,,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,4,2,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,4,3,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,4,4,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,4,5,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,4,6,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,4,7,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,5,1,16,,,,0.0,0.05555555555555555,2,3,,0.6222222222222222,0.1875,0.125,0.19696969696969696,0.4640151515151515,0.15,3.0,13.0,53.0,21.0
order3_unconfounded,fast_gcstar_fcgc,5,2,11,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,2,3,,0.6777777777777778,0.2727272727272727,0.125,0.12121212121212122,0.5018939393939394,0.17142857142857143,3.0,8.0,58.0,21.0
order3_unconfounded,fast_gcstar_fcgc,5,3,11,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,2,3,,0.6777777777777778,0.2727272727272727,0.125,0.12121212121212122,0.5018939393939394,0.17142857142857143,3.0,8.0,58.0,21.0
order3_unconfounded,fast_gcstar_fcgc,5,4,11,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,2,3,,0.6777777777777778,0.2727272727272727,0.125,0.12121212121212122,0.5018939393939394,0.17142857142857143,3.0,8.0,58.0,21.0
order3_unconfounded,fast_gcstar_fcgc,5,5,11,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,2,3,,0.6777777777777778,0.2727272727272727,0.125,0.12121212121212122,0.5018939393939394,0.17142857142857143,3.0,8.0,58.0,21.0
order3_unconfounded,fast_gcstar_fcgc,5,6,11,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,2,3,,0.6777777777777778,0.2727272727272727,0.125,0.12121212121212122,0.5018939393939394,0.17142857142857143,3.0,8.0,58.0,21.0
order3_unconfounded,fast_gcstar_fcgc,5,7,11,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,2,3,,0.6777777777777778,0.2727272727272727,0.125,0.12121212121212122,0.5018939393939394,0.17142857142857143,3.0,8.0,58.0,21.0
order3_unconfounded,fast_gcstar_fcgc,6,1,90,,,,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,6,2,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,6,3,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,6,4,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,6,5,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,6,6,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,6,7,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.25555555555555554,0.25555555555555554,1.0,1.0,0.5,0.4070796460176991,23.0,67.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,7,1,90,,,,0.0,0.0,2,2,,0.24444444444444444,0.24444444444444444,1.0,1.0,0.5,0.39285714285714285,22.0,68.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,7,2,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.24444444444444444,0.24444444444444444,1.0,1.0,0.5,0.39285714285714285,22.0,68.0,0.0,0.0
order3_unconfounded,fast_gcstar_fcgc,7,3,90,0.0,0.0,0.0,0.0,0.0,2,2,,0.24444444444444444,0.24444444444444444,1.0,1.0,0.5,0.39285714285714285,22.0,68.0,0.0,0.0
